# BINNING-MINI: MIN=-0.1 BINWIDTH=0.2
# GP-LABEL-MINI: M_{ini} / M_{/CMSY10 \014}
# 1: MINI / Msun	2: probability
480.4	2.56578e-08
480.6	2.56296e-08
480.8	2.56020e-08
481	2.55589e-08
481.2	2.55304e-08
481.4	2.55023e-08
481.6	2.54748e-08
481.8	2.54466e-08
482	2.54038e-08
482.2	2.53764e-08
482.4	2.53486e-08
482.6	2.53210e-08
482.8	2.52927e-08
483	2.52656e-08
483.2	2.52377e-08
483.4	2.52099e-08
483.6	2.51483e-08
483.8	2.51215e-08
484	2.50940e-08
484.2	2.50655e-08
484.4	2.50387e-08
484.6	2.50114e-08
484.8	2.49839e-08
485	2.49571e-08
485.2	2.49295e-08
485.4	2.49624e-08
485.6	2.49356e-08
485.8	2.49072e-08
486	2.48803e-08
486.2	2.48535e-08
486.4	2.48128e-08
486.6	2.47849e-08
486.8	2.47582e-08
487	2.47319e-08
487.2	2.47035e-08
487.4	2.46624e-08
487.6	2.46364e-08
487.8	2.46092e-08
488	2.45827e-08
488.2	2.45566e-08
488.4	2.45196e-08
488.6	2.44933e-08
488.8	2.44660e-08
489	2.44399e-08
489.2	2.44141e-08
489.4	2.43880e-08
489.6	2.43470e-08
489.8	2.43210e-08
490	2.42941e-08
490.2	2.42683e-08
490.4	2.42423e-08
490.6	2.42165e-08
490.8	2.41907e-08
491	2.41496e-08
491.2	2.41243e-08
491.4	2.40939e-08
491.6	2.40685e-08
491.8	2.40415e-08
492	2.40162e-08
492.2	2.39905e-08
492.4	2.39650e-08
492.6	2.39399e-08
492.8	2.38940e-08
493	2.38691e-08
493.2	2.32719e-08
493.4	2.32474e-08
493.6	2.32223e-08
493.8	2.31982e-08
494	2.31731e-08
494.2	2.31489e-08
494.4	2.31107e-08
494.6	2.30855e-08
494.8	2.30609e-08
495	2.30366e-08
495.2	2.30121e-08
495.4	2.29881e-08
495.6	2.29626e-08
495.8	2.29339e-08
496	2.29095e-08
496.2	2.28850e-08
496.4	2.28609e-08
496.6	2.28366e-08
496.8	2.28123e-08
497	2.27885e-08
497.2	2.27638e-08
497.4	2.27400e-08
497.6	2.27168e-08
497.8	2.26785e-08
498	2.26544e-08
498.2	2.26306e-08
498.4	2.26067e-08
498.6	2.25826e-08
498.8	2.25593e-08
499	2.25355e-08
499.2	2.25121e-08
499.4	2.24881e-08
499.6	2.24647e-08
499.8	1.95002e-08
