# BINNING-MACT: MIN=-0.1 BINWIDTH=0.2
# GP-LABEL-MACT: M_{act} / M_{/CMSY10 \014}
# 1: MACT / Msun	2: probability
477.4	3.19972e-09
477.6	3.23154e-09
477.8	3.22078e-09
478	3.22504e-09
478.2	3.10319e-09
478.4	3.12173e-09
478.6	3.07162e-09
478.8	3.00754e-09
479	3.07767e-09
479.2	2.99403e-09
479.4	2.96144e-09
479.6	2.93822e-09
479.8	2.86961e-09
480	2.81274e-09
480.2	2.82902e-09
480.4	2.78831e-09
480.6	2.78271e-09
480.8	2.71500e-09
481	2.67195e-09
481.2	2.63483e-09
481.4	2.58495e-09
481.6	2.57313e-09
481.8	2.54265e-09
482	2.54228e-09
482.2	2.44727e-09
482.4	2.42169e-09
482.6	2.43476e-09
482.8	2.37634e-09
483	2.36292e-09
483.2	2.32758e-09
483.4	2.27930e-09
483.6	2.27277e-09
483.8	2.23534e-09
484	2.20939e-09
484.2	2.12473e-09
484.4	2.12722e-09
484.6	2.08054e-09
484.8	2.05323e-09
485	2.06192e-09
485.2	2.00282e-09
485.4	1.94975e-09
485.6	1.93248e-09
485.8	1.89273e-09
486	1.87066e-09
486.2	1.85873e-09
486.4	1.84104e-09
486.6	1.76193e-09
486.8	1.72992e-09
487	1.72807e-09
487.2	1.65564e-09
487.4	1.63430e-09
487.6	1.62457e-09
487.8	1.59193e-09
488	1.53700e-09
488.2	1.49138e-09
488.4	1.45620e-09
488.6	1.42646e-09
488.8	1.41221e-09
489	1.40245e-09
489.2	1.38561e-09
489.4	1.34328e-09
489.6	1.28618e-09
489.8	1.26161e-09
490	1.20608e-09
490.2	1.19191e-09
490.4	1.15990e-09
490.6	1.16365e-09
490.8	1.10382e-09
491	1.03850e-09
491.2	1.01959e-09
491.4	9.85831e-10
491.6	9.63640e-10
491.8	9.37063e-10
492	9.30848e-10
492.2	8.53511e-10
492.4	8.72733e-10
492.6	8.25635e-10
492.8	7.68789e-10
493	7.22027e-10
493.2	7.16078e-10
493.4	6.64467e-10
493.6	6.40403e-10
493.8	6.44620e-10
494	6.00623e-10
494.2	5.49127e-10
494.4	5.18134e-10
494.6	4.86857e-10
494.8	4.22352e-10
495	4.37184e-10
495.2	4.29021e-10
495.4	3.92757e-10
495.6	3.36350e-10
495.8	2.90215e-10
496	2.44165e-10
496.2	2.15476e-10
496.4	2.10084e-10
496.6	2.09820e-10
496.8	2.07005e-10
497	1.50739e-10
