Name;RAdeg;DEdeg;PosErr;Coord_Ref;ID_Flag;GLON;GLAT;Xray_Type;Porb;Ppulse;CRSF;Alt_Name;SpType;Gaia_DR3_ID;Gmag;e_Gmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;W1mag;e_W1mag;W2mag;e_W2mag;N_H;XMM_min_flux;XMM_max_flux;Chandra_min_flux;Chandra_max_flux;Chandra_Instrument;XRT_min_flux;XRT_max_flux;BAT_min_flux;BAT_max_flux;INTEGRAL_min_flux;INTEGRAL_max_flux;Mean_Mass;Low_Mass;High_Mass;Mean_Dist;Low_Dist;High_Dist;Teff;Lopt;IDS;CRSF_Ref;Spin_Ref;Orb_Ref;Spectral_Ref;Dist_Ref;Mass_Ref;Misc_Ref;Comments;_2MASS_ID;CatWISE_ID;ROSAT_ID;XMM_ID;Chandra_ID;XRT_ID;BAT_ID;INTEGRAL_ID
IGR J00370+6122;92.901.325.802;6.136.013.319.063;1,29E+11;2023A&A...674A...1G;0.0;12.122.142.246.530.700;-14.641.875.176.470.200;SG;15.67;674.0;;BD+60 73;BN0.5II-III / BN0.7Ib;4,27235E+17;94.547;0.0028;9.66;;8.389;0.024;8.265;0.046;8.166;0.02;8.133.999.824.523.920;0.010999999940395355;8.097.000.122.070.310;0.00800000037997961;11.82;0.12531899999999999;955.227;;;;18.109.999.611.048.900;18.109.999.611.048.900;18.419.999.999.999.900;18.419.999.999.999.900;8.008.000.034.093.850;8.008.000.034.093.850;;;;3248.0;2589.0;3589.0;15411.1;;BD+60    73,ALS  6283,GEN# +0.06000073,GSC 04016-00883,HIC   2930,Hilt   43,HIP   2930,IGR J00370+6122,LS   I +61  161,2MASS J00370963+6121363,MCW   28,PBC J0037.2+6120,1RXS J003709.6+612131,SWIFT J0037.2+6123,TIC 284207391,TYC 4016-883-1,UBV     466,UBV M   4254,[KRL2007b] 6,Gaia DR2 427234969757165952,Gaia DR3 427234969757165952,Gaia DR1 427234965464454144;;2007A&A...469.1063I,2020A&A...634A..49H;2004ATel..281....1D,2020A&A...634A..49H;2005A&A...440..637R,2020A&A...634A..49H;;;;;00370963+6121363;J003709.63+612136.4;2RXS J003710.1+612122;4XMM J003709.8+612136;;2SXPS J003709.6+612135;SWIFT J0037.2+6123;IGR J00370+6122
gam Cas;1.417.745.099.821;6.071.672.280.471;0.0030132916221301915;2023A&A...674A...1G;0.0;12.357.699.287.978.200;-21.484.215.831.631.000;BE,Gcas,RS;203.59;;;HIP 4427;B0.5IVpe;4,26558E+17;20.646;0.0065;2.39;;2.039;0.238;1.993;0.182;1.756;0.23;;;;;;157.717;27.405.800.000.000.000;;;;;;83.44;83.44;;;;;;117.0;105.0;129.0;;;* gam Cas,*  27 Cas,** BU  499A,** BU 1028A,3A 0053+604,ADS   782 A,AG+60  106,ALS  6407,AT 0037+611,BD+59   144,BSD   8-901,CCDM J00567+6043A,CSI+59   144  1,EM* MWC    9,1ES 0053+60.4,EUVE J0056+60.7,FK5   32,GC  1117,GCRV   526,GEN# +1.00005394,1H 0053+604,HD   5394,HIC   4427,HIP   4427,HR   264,INTREF    57,IRAS 00536+6026,IRC +60031,JP11   439,LS   I +60  133,1M 0050+592,1M 0050+60,2MASS J00564251+6043002,MCW   46,N30  187,PBC J0056.5+6043,PLX  185,PLX  185.00,PMC 90-93    23,PMSC 00507+6010A,PPM  12597,RAFGL  133,1RXS J005642.0+604300,2S 0053+604,SAO  11482,SKY#  1444,SWIFT J0056.7+6043,SWIFT J0056.5+6042,TD1   521,TIC 51962733,TYC 4017-2319-1,4U 0054+60,UBV     833,UCAC4 754-011026,uvby98 100005394 A,V* gam Cas,VDB   5,WDS J00567+6043A,WEB   791,WISE J005642.67+604300.3,1XRS 00537+604,[BM83] X0053+604,[FS2003] 0031,[HFE83]   40,[JE82]   20,[KRL2007b] 9,[KW97]  4-31,AAVSO 0050+60,Gaia DR3 426558460884582016,Gaia DR2 426558460877467776;;;2000A&A...364L..85H;2011ARep...55...31S;2009A&A...507..833M;;;;00564251+6043002;;2RXS J005642.4+604256;4XMM J005642.4+604259;;;SWIFT J0056.7+6043;
TYC 3681-695-1;1.899.604.069.884;5.915.394.486.766;1,69E+11;2023A&A...674A...1G;0.0;12.608.001.405.133.000;-35.676.834.010.056.300;Gcas;;;;ALS 6507;B1-2 III/Ve;4,14197E+17;114.121;0.0038;11.36;0.09000000357627869;9.965;0.025;9.73;0.027;9.486;0.02;9.829.000.473.022.460;0.013000000268220901;949.899.959.564.209;0.00800000037997961;;0.204523;0.204523;;;;;;;;;;;;;2764.0;2453.0;3106.0;19986.3;;TYC 3681-695-1,ALS  6507,CSI+58-01128,EM* AS   14,EM* GGA   26,Lan 215,LS   I +58   28,2MASS J01155905+5909141,MHA 295-44,TIC 332044806,USNO-B1.0 1491-00041464,2XMM J011559.0+590914,[KW97]  5-14,[MLC92] 13,Gaia DR2 414196617287885312,Gaia DR3 414196617287885312,Gaia DR1 414196612984280448;;;;2016AdSpR..58..782S;;;;;01155905+5909141;J011559.04+590914.1;;4XMM J011558.9+590913;;;;
2S 0114+650;1.951.122.704.686;6.529.162.260.285;1,16E+11;2023A&A...674A...1G;0.0;12.570.998.154.557.300;25.634.909.227.392.400;CL,SG,XP;11.6;10008.0;22 (2);2S 0114+65;B1Iae;5,24924E+17;105.205;0.0029;11.14;0.07000000029802322;8.597;0.026;8.296;0.034;8.107;0.024;7.796.000.003.814.690;0.008999999612569809;7.807.000.160.217.280;0.007000000216066837;;130.893;130.893;;;;1.011.000.033.690.470;1.011.000.033.690.470;155.4;155.4;;;;;;5229.0;4292.0;7315.0;14131.5;;HIP   6081,1A 0114+650,1A 0114+65,3A 0114+650,ALS  6517,CSI+65-01147,GSC 04038-00888,HIC   6081,INTEGRAL1   1,LS   I +65   10,2MASS J01180266+6517298,PBC J0118.0+6517,1RXS J011758.8+651730,2S 0114+650,2S 0114+65,SBC9 67,SWIFT J0117.8+6516,SWIFT J0118.0+6517,TIC 54469882,TYC 4038-888-1,4U 0114+65,4U 0114+650,V* V662 Cas,WEB  1369,1XRS 01147+650,[BM83] X0114+650,[FS2003] 0044,[KRL2007b] 11,Gaia DR2 524924310153249920,Gaia DR3 524924310153249920,Gaia DR1 524924305850076160;2005A&A...436L..31B;1992A&A...262L..25F;1985ApJ...299..839C;2015A&A...579A.111K;;;;Superorbital period: 30.76 d (2013ApJ...778...45C);01180266+6517298;J011802.68+651729.8;;4XMM J011802.6+651731;;2SXPS J011802.8+651726;SWIFT J0117.8+6516;
4U 0115+63;1.963.319.348.306;6.374.252.240.558;1,63E+11;2023A&A...674A...1G;0.0;12.592.352.060.725.100;10.282.674.016.088.100;BE,CL,HT,QPO,XB,XP,XT;24.3;3.61;12,24,36,48,62;4U 0115+634;B0.2Ve;5,24677E+17;143.045;0.0129;15.19;;11.622;0.025;11.023;0.023;10.629;0.016;1.048.900.032.043.450;0.014000000432133675;10.395.999.908.447.200;0.008999999612569809;;0.038593;0.103212;;;;25.529.999.989.060.100;25.529.999.989.060.100;66.26;66.26;;;;;;5055.0;3703.0;6605.0;6173.5;;4U 0115+63,ALS 18773,2E   345,2E 0115.1+6328,1ES 0115+63.4,1H 0115+635,H 0115+634,INTREF    80,INTREF    81,NAME CAS GAMMA-1,NAME Cas gam-1,PBC J0118.5+6343,PSR B0115+63.4,SBC9 69,SWIFT J0118.5+6344,TIC 54527515,2U 0114+63,3U 0115+63,4U 0115+634,V* V635 Cas,WEB  1376,1XRS 01152+634,[BM83] X0115+634,[KRL2007b] 12,Gaia DR2 524677469790488960,Gaia DR3 524677469790488960;1979Natur.282..240W,1991ApJ...375L..49N,1999ApJ...521L..49H,1999ApJ...523L..85S,2012MNRAS.423.2854L;2013A&A...551A...6M,2015MNRAS.454..741I;2013A&A...551A...6M,2015MNRAS.454..741I;2015MNRAS.454..741I;;;;;01183196+6344330;J011831.96+634433.0;;4XMM J011831.9+634433;;2SXPS J011831.6+634431;SWIFT J0118.5+6344;
IGR J01363+6610;2.395.771.733.364;662.120.234.668;1,11E+11;2023A&A...674A...1G;0.0;12.739.442.768.725.200;37.256.601.593.545.200;BE,XT;160.0;;;XMMU J013549.5+661243;B1Ve;5,19352E+17;124.616;0.0035;13.31;;10.039;0.021;9.565;0.031;9.121;0.023;862.399.959.564.209;0.012000000104308128;8.244.000.434.875.480;0.00800000037997961;;0.117416;0.117416;;;;;;;;;;;;;5690.0;5248.0;6230.0;;;2MASS J01354986+6612433,IGR J01363+6610,TIC 398026300,USNO-B1.0 1562-00030282,XMMU J013549.5+661243,[KRL2007b] 14,Gaia DR2 519352324516039680,Gaia DR3 519352324516039680;;;2010ATel.3079....1C;2019NewAR..8601546K;;;2004ATel..275....1G,2011ApJ...728...86T;;01354986+6612433;J013549.84+661243.2;;4XMM J013549.8+661243;;;;
RX J0146.9+6121;2.675.087.548.765;6.135.657.291.151;1,80E+11;2023A&A...674A...1G;0.0;12.954.111.027.973.800;-0.8001093722959798;BE;330.0;1407.4;;LS I +61 235;B1III-Ve;5,1122E+17;112.154;0.0031;11.366;;9.899;0.027;9.7;0.036;9.486;0.02;9.154.999.732.971.190;0.014000000432133675;8.986.000.061.035.150;0.008999999612569809;3.908;25.442.200.000.000.000;25.442.200.000.000.000;;;;1.054.999.976.268.780;1.054.999.976.268.780;;;;;;;;2746.0;2597.0;2915.0;;;RX J0146.9+6121,ALS  6757,Cl* NGC  663      G     136,Cl* NGC  663      L     680,Cl* NGC  663     BG     129,Cl* NGC  663     HH     137,Cl* NGC  663     MV   12021,Cl* NGC  663    SAN      22,Cl* NGC  663    PUM   II-203,CSI+61-01435,EM* VES  625,EM* GGA  104,EM* CDS  201,GEN# +2.06630194,GSC 04032-02521,HBHA 6210-50,INTREF    95,LS   I +61  235,2MASS J01470019+6121236,NAME OKM2018 SWIFT J0147.1+6138,NGC   663   194,PBC J0147.0+6122,1RXS J014659.0+612123,2S 0142+61,SAX J0146.9+6121,SDSS J014700.14+612124.1,TIC 399437313,TYC 4032-2521-1,V* V831 Cas,2XMM J014700.1+612124,[KRL2007b] 18,[KW97]  7-48,[PKK2001] J014700.17+612123.7,Gaia DR2 511220031584305536,Gaia DR3 511220031584305536,Gaia DR1 511220027278589184;;1998A&A...330..189H;2011Ap&SS.332....1R;2014yCat....1.2023S;;;;;01470019+6121236;J014700.20+612123.5;2RXS J014659.0+612124;4XMM J014700.2+612123;;2SXPS J014659.9+612123;;
RX J0148.9+6121;27.224.999.999.999.900;61.35;;;2.0;1.297.644.278.475.250;-0.7571416870519071;;;;;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RX J0148.9+6121;;;;;;;;HMXB candidate (2014RAA....14..673W);;;;;;;;
IGR J01583+6713;2.957.703.291.339;6.722.318.460.661;1,35E+10;2023A&A...674A...1G;0.0;12.935.224.183.773.500;51.887.260.017.550.600;BE,XT;;469.2;;2MASS J01581848+6713234;B2IVe;5,18991E+17;136.875;0.0029;14.43;0.029999999329447746;11.481;0.026;11.033;0.03;10.601;0.021;9.821.999.549.865.720;0.00800000037997961;963.599.967.956.543;0.007000000216066837;0.2061;;;;;;11.349.999.932.963.500;11.349.999.932.963.500;;;;;;;;5783.0;5216.0;6514.0;34246.1;;2MASS J01581848+6713234,IGR J01583+6713,NAME OKM2018 SWIFT J0159.8+6718,TIC 379252455,Gaia DR2 518990967445248256,Gaia DR3 518990967445248256;;2008MNRAS.386.2253K;;2019NewAR..8601546K;;;2005ATel..672....1S,2005ATel..681....1H;;01581848+6713234;J015818.48+671323.4;;;;2SXPS J015818.3+671324;;
LS I +61 303;4.013.193.126.483;6.122.933.050.839;1,17E+11;2023A&A...674A...1G;0.0;13.567.527.996.053.900;10.861.279.426.526.000;BE,GP,RS;26.5;;;2CG 135+01;B0Ve;4,65646E+17;104.022;0.0029;10.75;;8.621;0.024;8.228;0.021;7.917;0.023;7.335.999.965.667.720;0.007000000216066837;72.870.001.792.907.700;0.006000000052154064;7.816;57.998.199.999.999.900;184.693;22.137.570.962.506;22.137.570.962.506;ACIS;13.549.999.663.964.300;13.549.999.663.964.300;;;;;;;;2489.0;2407.0;2577.0;;;HIP  12469,1AGL J0242+6111,2AGL J0239+6120,1AGLR J0240+6115,ALS  7373,AP J02403165+6113456,BWE 0236+6101,1CG 135+01,2CG 135+01,CSI+61-02367,1E 0236.6+6100,2E   627,2E 0236.6+6101,2EG J0241+6119,3EG J0241+6103,EGR J0240+6112,EM* VES  754,1ES 0236+61.0,0FGL J0240.3+6113,1FGL J0240.5+6116,1FGL J0240.5+6113,2FGL J0240.5+6113,3FGL J0240.5+6113,4FGL J0240.5+6113,1FHL J0240.2+6113,2FHL J0240.5+6113,3FHL J0240.5+6113,1FLE J0238+6115,GEN# +8.01610303,GEN# +6.20055754,GeV J0241+6102,GRO J0240+61,GRO J0241+61,GSC 04047-01917,GT 0236+610,HBHA 6212-42,HIC  12469,IGR J02403+6113,INTREF   123,INTREF   125,LS   I +61  303,LS   I +63  303,MAGIC J0240+613,2MASS J02403165+6113456,NAME LS I +63 303,NVSS J024031+611345,PBC J0240.6+6114,RGB J0240+612,RX J0240.4+6112,1RXS J024033.5+611358,SWIFT J0240.5+6118,SWIFT J0240.9+6115,TeV J0240+612,TIC 50190107,TYC 4047-1917-1,UBV M  50704,V* V615 Cas,VER J0240+612,WN B0236.6+6100,2XMM J024031.6+611345,[BM83] X0236+610,[BSF97] J024031.66+611345.6,[CS2018] W4-I19,[KW97] 13-1,[MPP98]  3,[TSA98] J024031.33+611342.71,[VGK85] IC  1805 +61 182,AAVSO 0234+61,AAVSO 0232+60,Gaia DR3 465645515129855872,Gaia DR1 465645510826577280,Gaia DR2 465645515129855872;;;1982ApJ...255..210T,2002ApJ...575..427G;2005MNRAS.360.1105C;;;;Superorbital period: 1628 d (2016A&A...585A.123M);02403165+6113456;J024031.66+611345.4;;4XMM J024031.6+611345;J024031.6+611345;2SXPS J024031.5+611345;;
Swift J0243.6+6124;4.091.843.191.991;6.143.437.766.836;1,10E+11;2023A&A...674A...1G;0.0;1.359.341.628.640.260;14.287.907.168.065.900;CL,RS;28.3;9.87;146;UCAC4 758-022980;O9.5Ve;4,65628E+17;123.865;0.0044;12.84;0.11999999731779099;10.589;0.023;10.208;0.021;9.961;0.018;950.100.040.435.791;0.012000000104308128;9.269.000.053.405.760;0.008999999612569809;24.67;1150.49;1150.49;;;;13.800.000.031.594.000;20.199.999.450.909.400;;;;;;;;5195.0;4875.0;5488.0;33857.7;;UCAC4 758-022980,AP J02434041+6126037,GRB 171003A,2MASS J02434041+6126037,SWIFT J0243.6+6124,TIC 50518138,USNO-B1.0 1514-00083050,WISEA J024340.39+612603.6,WISE J024340.40+612603.6,Gaia DR2 465628193526364416,Gaia DR3 465628193526364416;2020ApJ...896..124S;2017ATel10809....1K;2018A&A...613A..19D;2020A&A...640A..35R;;;;;02434041+6126037;J024340.42+612603.7;;4XMM J024340.5+612604;;2SXPS J024340.0+612555;;
V0332+53;5.374.962.972.498;5.317.313.997.828;1,88E+10;2023A&A...674A...1G;0.0;14.605.209.566.782.400;-21.940.227.519.335.800;BE,CL,HT,QPO,XP,XT;34.0;4.4;28,51/74;V 0332+53;O8-9Ve;4,44753E+17;142.002;0.0034;15.42;;11.817;0.023;11.206;0.03;10.744;0.025;9.986.000.061.035.150;0.014000000432133675;9.760.000.228.881.830;0.008999999612569809;;0.0412066;0.0412066;0.021786870269256003;0.021786870269256003;ACIS;13.039.999.635.644.500;13.039.999.635.644.500;24.069.000.000.000.000;24.069.000.000.000.000;;;;;;5734.0;5078.0;6315.0;;;2MASS J03345990+5310233,EXO 0331+530,INTREF   152,NAME V0332+52,NAME V 0332+53,NAME V0332+53,PBC J0334.9+5310,SWIFT J0334.9+5308,SWIFT J0334.9+5310,TIC 354185144,V* BQ Cam,[KRL2007b] 35,Gaia DR2 444752973131169664,Gaia DR3 444752973131169664;1990ApJ...365L..59M;1985ApJ...288L..45S,1999MNRAS.307..695N,2005A&A...433L..45K,2005ApJ...634L..97P,2006MNRAS.371...19T,2016MNRAS.460L..99C;1990PASJ...42..295M,1999MNRAS.307..695N,2005A&A...433L..45K,2006MNRAS.371...19T,2016A&A...595A..17F,2016MNRAS.460L..99C;1999MNRAS.307..695N,2006A&A...451..187M,2006MNRAS.371...19T;;;;;03345990+5310233;J033459.90+531023.3;;4XMM J033459.8+531022;J033459.9+531023;2SXPS J033500.0+531020;SWIFT J0334.9+5308;
4U 0352+309;5.884.615.062.234;3.104.583.609.186;3,62E+10;2023A&A...674A...1G;0.0;16.308.135.952.349.000;-171.362.000.715.395;BE,CL,XP;250.3;837.67;29;3U 0352+30;B0Ve;1,68451E+17;62.617;0.0056;6.72;0.008999999612569809;6.149;0.018;6.073;0.024;5.92;0.016;5.142.000.198.364.250;0.07000000029802322;4.390.999.794.006.340;0.04899999871850014;;497.703;5.059.080.000.000.000;0.0;0.0;HRC;;;667.23;667.23;;;;;;629.0;582.0;701.0;41186.5;;HD  24534,** HO  325A,2A 0352+309,3A 0352+309,ADS  2859 A,AG+30  385,AGKR  3455,ALS 14592,BD+30   591,CCDM J03554+3103A,CSI+30   591  1,2E   906,2E 0352.2+3054,EM* MWC   78,1ES 0352+30.8,FK5 4355,GC  4720,GCRV  2244,GEN# +1.00024534,GOS G163.08-17.14 01,GSC 02357-02042,1H 0352+308,H 0353+30,H 0352+309,HIC  18350,Hilt  408,HIP  18350,HR  1209,IDS 03491+3045 A,INTEGRAL1   2,INTREF   162,IRAS 03522+3053,JP11   833,1M 0352+309,2MASS J03552309+3102449,2MAXI J0355+311,MCW  255,N30  809,PBC J0355.3+3102,PLX  862,PMC 90-93  2072,PPM  68909,ROT   578,1RXS J035522.4+310257,SAO  56815,SBC7   149,SBC9 203,SKY#  5994,SWIFT J0355.5+3101,SWIFT J0355.3+3102,TD1  2642,TIC 94471007,TYC 2357-2042-1,2U 0352+30,3U 0352+30,4U 0352+30,4U 0352+309,UBV   21429,V* X Per,WDS J03554+3103A,WEB  3545,1XRS 03522+308,XSS J03558+3059,[BM83] X0352+309,[C93] 153,[HJ56]  51,[KRL2007b] 36,AAVSO 0349+30,Gaia DR3 168450545792009600,Gaia DR1 168450541495088512,Gaia DR2 168450545792009600;2001ApJ...552..738C;1989PASJ...41....1N,2001ApJ...546..455D;2001ApJ...546..455D;1997MNRAS.286..549L;;;;;03552309+3102449;J035523.10+310245.6;;4XMM J035522.9+310244;J035523.1+310244X;;SWIFT J0355.5+3101;
XTE J0421+560;6.492.556.123.477;5.599.936.067.904;1,50E+11;2023A&A...674A...1G;0.0;14.917.652.228.524.000;4.133.062.256.796.960;BE,XT;19.41;;;KPD 0415+5552;B1/2I[e];2,76645E+17;107.661;0.0035;11.77;0.05000000074505806;7.502;0.02;5.741;0.04;4.323;0.016;;;;;;0.331409;404.133;;;;35.319.999.962.951.600;35.319.999.962.951.600;;;;;;;;4111.0;3857.0;4403.0;;;TYC 3723-200-1,ALS  7930,AP J04194212+5559577,CSI+55-04157,EM* MWC   84,GCRV 54911,GSC 03723-00200,HBHA 5714-01,IRAS 04156+5552,JP11  5210,KPD 0415+5552,LS   V +55   16,2MASS J04194212+5559577,SDSS J041942.14+555957.6,SWIFT J0419.9+5600,TIC 418090700,V* CI Cam,2XMM J041942.1+555957,XTE J0421+560,[KW97] 17-42,AAVSO 0411+55,Gaia DR3 276644757710014976,Gaia DR1 276644753410431360,Gaia DR2 276644757710014976;;;2005ATel..416....1B;2021PASJ...73..837C;;;;;04194212+5559577;;;4XMM J041942.1+555957;;2SXPS J041942.0+555957;;
BSD 24-491;70.247.207.393;4.453.034.418.648;1,46E+11;2023A&A...674A...1G;0.0;15.984.710.171.649.000;-12.700.205.267.415.900;BE,CL,XP;155.0;202.5;32;RX J0440.9+4431;B0e;2,52878E+17;104.039;0.0035;10.73;;9.5;0.023;9.317;0.03;9.182;0.018;8.248.000.144.958.490;0.01899999938905239;8.003.999.710.083.000;0.014000000432133675;8.416;569.835;569.835;;;;12.459.999.698.677.300;12.459.999.698.677.300;;;5.734.300.327.301.020;5.734.300.327.301.020;;;;2287.0;1943.0;2519.0;32531.7;;1ES 0437+44.4,ALS  8023,BSD  24-491,CSI+44-04374,EM* VES  826,GCRV 55295,GEN# +7.30240491,GSC 02905-00121,INTREF   202,Lan 502,LS   V +44   17,2MASS J04405932+4431492,PBC J0440.9+4432,RX J0440.9+4431,1RXS J044100.3+443137,SWIFT J0440.8+4432,TIC 410336237,TYC 2905-121-1,UBV    4478,UBV M  49963,UCAC2  47040680,[KW97] 18-55,Gaia DR2 252878401557369088,Gaia DR3 252878401557369088;1997A&A...323..853M,2012MNRAS.421.2407T;1999MNRAS.306..100R,2005A&A...440.1079R,2016AJ....151..104Y;2012MNRAS.421.2407T;2019A&A...622A..61S;;;;;04405932+4431492;J044059.32+443149.2;;4XMM J044059.1+443149;;2SXPS J044059.2+443149;;RX J0440.9+4431
HD 34921;8.064.680.481.184;3.767.599.293.642;3,21E+10;2023A&A...674A...1G;0.0;17.005.339.424.872.400;0.7103202751437532;BE;;;;AG+37 584;B0 IVpe;1,84497E+17;72.317;0.0032;7.48;;6.696;0.019;6.507;0.016;6.23;0.017;5.605.000.019.073.480;0.03700000047683716;5.290.999.889.373.770;0.027000000700354576;;;;;;;;;;;;;;;;1330.0;1265.0;1396.0;37140.6;;HD  34921,AG+37  584,AGKR  4776,ALS  8289,BD+37  1160,CEL    646,EM* MWC  107,EXO 051910+3737.7,GCRV  3210,GEN# +1.00034921,Glazar Aur   9,GSC 02909-01899,1H 0521+373,HIC  25114,Hilt  442,HIP  25114,INTREF   246,IRAS 05192+3737,LS   V +37   11,2MASS J05223522+3740336,MCW  295,NSV  1947,PPM  70268,SAO  57950,SKY#  8528,TD1  4450,TIC 143681075,TYC 2909-1899-1,4U 0515+38,UBV    5088,UBV M  10863,UCAC2  44973253,uvby98 100034921,V* V420 Aur,WEB  4870,[HFE83]  370,[JE82]  159,[KW97] 22-22,AAVSO 0515+37,Gaia DR3 184497471323752064,Gaia DR1 184497467025614720,Gaia DR2 184497471323752064;;;;1990A&A...231..354P;;;;;05223522+3740336;J052235.23+374032.9;;;;;;
1A 0535+262;8.472.739.245.821;263.157.752.444;2,57E+11;2023A&A...674A...1G;0.0;1.814.450.557.323.630;-26.435.342.073.650.500;BE,CL,HT,QPO,RS,XP,XT;110.6;103.47;50,11;3A 0535+262;O9.7IIIe;3,44121E+18;8.602;0.0029;9.39;;8.368;0.021;8.272;0.026;8.157;0.027;6.828.999.996.185.300;0.01899999938905239;663.100.004.196.167;0.014000000432133675;1.786;272.642;272.642;0.0;0.0;HRC;9.634.999.742.491.600;9.634.999.742.491.600;1293.65;1293.65;;;;;;1657.0;1385.0;1869.0;41504.0;;HD 245770,1A 0535+262,1A 0535+26,3A 0535+262,AAO+26  119,AG+26  524,ALS  8468,AO 0535+26,BD+26   883,EM* MWC  507,GCRV  3478,GSC 01869-00200,1H 0536+263,HBHA 2715-19,H 0535+262,HIC  26566,Hilt  471,HIP  26566,INTREF   266,LS   V +26    5,2MASS J05385458+2618568,PBC J0538.9+2618,PPM  94608,1RXS J053855.1+261843,SAO  77348,SBC9 347,SV* SON 10795,SWIFT J0538.8+2620,SWIFT J0538.9+2619,TIC 75078662,TYC 1869-200-1,4U 0538+26,UBV    5641,V* V725 Tau,WEB  5236,1XRS 05357+262,YZ  26  2566,[BM83] X0535+262,[JE82]  177,[KRL2007b] 49,[KW97] 23-57,AAVSO 0532+26,Gaia DR3 3441207615229815040,Gaia DR1 3441207615229815040,Gaia DR2 3441207615229815040;1994A&A...291L..31K,1995ApJ...438L..25G,2004MNRAS.350.1457H,2013HEAD...1312632C;1996A&AS..120C.175K,2007A&A...465L..21C,2013A&A...552A..81M,2013ApJ...771...96M,2015ApJ...806..193S;1996A&AS..120C.175K,2007A&A...465L..21C,2013A&A...552A..81M,2013ApJ...771...96M,2015ApJ...806..193S;2007A&A...465L..21C,2013A&A...552A..81M,2013ApJ...771...96M;;;;;05385458+2618568;J053854.58+261856.9;2RXS J053855.0+261843;4XMM J053854.5+261857;J053854.5+261855X;2SXPS J053854.5+261856;SWIFT J0538.8+2620;
HD 249179;8.897.934.004.292;2.878.510.745.618;3,18E+10;2023A&A...674A...1G;0.0;18.128.397.303.257.700;18.595.336.790.794.800;BE;;;;AAO+28 342;B5ne;3,43156E+18;100.101;0.0028;10.0;0.03999999910593033;9.366;0.026;9.238;0.029;9.068;0.021;9.097.000.122.070.310;0.014000000432133675;8.821.999.549.865.720;0.010999999940395355;;;;;;;;;;;;;;;;1811.0;1369.0;2694.0;16927.4;1957.0;AAO+28  342,BD+28   946,EM* MWC  516,GCRV  3682,GSC 01875-02129,1H 0556+286,HD 249179,INTREF   284,2MASS J05555466+2847063,2MASS J05555504+2847064,TIC 78499882,TIC 78434673,TYC 1875-2129-1,4U 0548+29,WEB  5493,[KW97] 25-60,Gaia DR2 3431561565357225088,Gaia DR3 3431561565357225088,Gaia DR1 3431561565357225088;;;;2009ApJ...707..870B;;;;;05555504+2847064;J055555.04+284706.4;;;;;;
IGR J06074+2205;9.186.088.634.198;2.209.659.725.892;2,09E+11;2023A&A...674A...1G;0.0;1.883.853.278.148.740;0.813753445706985;BE,XT;;373.2;;ATO J091.8608+22.0966;B0.5Ve;3,42353E+18;121.663;0.003;12.21;;10.491;0.021;10.189;0.022;9.961;0.019;9.916.999.816.894.530;0.008999999612569809;10.013.999.938.964.800;0.00800000037997961;9.466;678.094;678.094;13.874.371.589.217;13.874.371.589.217;ACIS;9.498.999.677.115.530;9.498.999.677.115.530;;;;;;;;5230.0;3582.0;6885.0;28984.2;;GSC 01325-01064,ATO J091.8608+22.0966,CXOU J060726.6+220547,IGR J06074+2205,2MASS J06072661+2205477,NAME OKM2018 SWIFT J0607.4+2205,TIC 45116246,UCAC2  39636510,USNO-B1.0 1120-00112757,Gaia DR2 3423526544838563328,Gaia DR3 3423526544838563328;;2018A&A...613A..52R;;2019NewAR..8601546K;;;2004ATel..223....1C,2006ATel..959....1T;;06072661+2205477;J060726.61+220547.7;;4XMM J060726.5+220547;J060726.6+220547;2SXPS J060726.5+220549;;
HESS J0632+057;9.824.690.241.609;580.032.052.835;2,39E+11;2023A&A...674A...1G;0.0;20.566.654.856.072.200;-14.395.237.938.262.700;GP;316.8;;;1RXS J063258.3+054857;B0Vpe;3,13182E+18;88.798;0.0028;9.15;0.019999999552965164;7.64;0.023;7.39;0.049;6.966;0.02;6.714.000.225.067.130;0.02199999988079071;60.970.001.220.703.100;0.010999999940395355;3.848;0.556953;15.267.600.000.000.000;;;;16.760.000.505.489.000;16.760.000.505.489.000;;;;;;;;1695.0;1523.0;1866.0;41272.3;;HD 259440,AG+05  815,ALS  8999,BD+05  1291,EM* MWC  148,GCRV  2612 E,GEN# +1.00259440,GSC 00158-03064,HESS J0632+057,Hilt  568,LAMOST J063259.01+054756.6,LS  VI +05   11,2MASS J06325925+0548012,MCW  443,PPM 150733,1RXS J063258.3+054857,SAO 114036,TeV J0632+057,TIC 234929785,TYC  158-3064-1,UBV    6509,UBV M  28509,UCAC2  33715682,uvby98 100259440,VER J0633+057,WEB  6239,XMMU J063259.3+054801,YZ   5  3001,[JE82]  230,[KSP2003] G205.6660-01.4398,[KSP2003] J063259.11+054802.2,[KW97] 29-46,[SC93] 269,[SPH2009] 3,[VGK85] NGC  2244 +05 231,Gaia DR2 3131822364779745536,Gaia DR3 3131822364779745536,Gaia DR1 3131822360483574912;;;2019AN....340..465M;2012MNRAS.421.1103C;;;;;06325925+0548012;J063259.25+054801.1;;4XMM J063259.2+054801;;2SXPS J063259.2+054801;;
