Name;RAdeg;DEdeg;PosErr;Coord_Ref;ID_Flag;GLON;GLAT;Xray_Type;Porb;Ppulse;CRSF;Alt_Name;SpType;Gaia_DR3_ID;Gmag;e_Gmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;W1mag;e_W1mag;W2mag;e_W2mag;N_H;XMM_min_flux;XMM_max_flux;Chandra_min_flux;Chandra_max_flux;Chandra_Instrument;XRT_min_flux;XRT_max_flux;BAT_min_flux;BAT_max_flux;INTEGRAL_min_flux;INTEGRAL_max_flux;Mean_Mass;Low_Mass;High_Mass;Mean_Dist;Low_Dist;High_Dist;Teff;Lopt;IDS;CRSF_Ref;Spin_Ref;Orb_Ref;Spectral_Ref;Dist_Ref;Mass_Ref;Misc_Ref;Comments;_2MASS_ID;CatWISE_ID;ROSAT_ID;XMM_ID;Chandra_ID;XRT_ID;BAT_ID;INTEGRAL_ID
XTE J1739-302;26.479.812.927.251;-3.034.381.326.585;5,20E+11;2023A&A...674A...1G;0.0;3.580.677.601.039.940;0.44523319983458537;SG,XT;51.47;;;IGR J17391-3021;O8Iab(f);4,05692E+18;126.433;0.0029;14.4;0.20000000298023224;8.6;0.021;7.823;0.027;7.428;0.023;6.998.000.144.958.490;0.014999999664723873;7.125;0.010999999940395355;52.0;28.875.200.000.000.000;48.247.599.999.999.900;63.703.752.005.182;63.703.752.005.182;ACIS;14.680.000.270.939.000;14.680.000.270.939.000;10.809.999.999.999.900;10.809.999.999.999.900;;;;;;1971.0;1764.0;2173.0;;;UCAC4 299-128565,AX J1739.1-3020,IGR J17391-3021,2MASS J17391155-3020380,NAME XTE J17391-3021,PBC J1739.1-3022,SSTGLMC G358.0677+00.4452,SWIFT J1738.9-3024,TIC 106579192,USNO-A2.0 0525-28760590,USNO-B1.0 0596-00585865,WISEA J173911.55-302037.7,WISE J173911.55-302037.7,2XMM J173911.5-302036,XTE J1739-302,[H97] B,[KRL2007b] 256,[SKM2002]  7,Gaia DR2 4056922105185686784,Gaia DR3 4056922105185686784;;;2010MNRAS.409.1220D;2019NewAR..8601546K;;;1997IAUC.6757....2S,2003ATel..181....1S;Alternative orbital period: 12.87 d (2009MNRAS.399.2021R);17391155-3020380;J173911.58-302037.6;;4XMM J173911.5-302037;J173911.5-302037;2SXPS J173911.6-302035;SWIFT J1738.9-3024;
RX J1739.4-2942;264.874.958;-29.702.723;0.4839;2020A&A...641A.136W;2.0;3.586.458.156.166.550;0.7303809377386208;XT;;;;Granat 1736-297;Be?;;;;;;;;;;;;;;;;;10.194.500.000.000.000;10.194.500.000.000.000;;;;4.385.000.001.994.040;4.385.000.001.994.040;;;;;;;;8000.0;;;;;RX J1739.4-2942,Granat 1736-297,INTREF   805,1RXS J173930.3-294211,[KRL2007b] 257;;;;2009ApJ...707..870B;2016ATel.8744....1T;;;Uncertain if HMXB or LMXB.;;;2RXS J173930.3-294210;4XMM J173929.9-294209;;2SXPS J173929.9-294208;;
XTE J1743-363;26.575.551.465.281;-363.728.459.152;9,96E+09;2023A&A...674A...1G;0.0;3.533.700.695.852.370;-34.202.921.549.919.200;;;;;2MASS J17430133-3622221;OI;4,04096E+18;152.212;0.0076;;;9.616;0.024;8.305;0.034;7.624;0.026;7.074.999.809.265.130;0.012000000104308128;71.529.998.779.296.800;0.008999999612569809;;6.573.950.000.000.000;6.573.950.000.000.000;0.093268987349926;0.093268987349926;HRC;2.151.000.081.176.960;2.151.000.081.176.960;15.530.000.000.000.000;15.530.000.000.000.000;;;;;;7758.0;5841.0;10223.0;;;2MASS J17430133-3622221,MSX6C G353.3697-03.4195,PBC J1743.0-3620,SWIFT J1743.1-3620,TIC 149196212,USNO-B1.0 0536-00518280,WISEA J174301.32-362222.1,WISE J174301.32-362222.1,XTE J1743-363,[KRL2007b] 264,Gaia DR3 4040960662373474176;;;;2011JAVSO..39..110F;;;;;17430133-3622221;J174301.31-362222.2;;4XMM J174301.2-362222;J174301.2-362222;2SXPS J174301.0-362218;SWIFT J1743.1-3620;
1E 1740.7-2942;2.659.785.107;-297.452.874;10.040.915.989.391.600;2010ApJS..189...37E;2.0;359.115.883.399.057;-0.10585408334366704;BH,MQ;12.61;;;Great Annihilator;;;;;;;;;;;;;;;;;;962.048;317.761;11.325.123.253.839.000;11.325.123.253.839.000;HRC;14.919.999.263.840.400;2.595.000.048.177.800;1038.73;1038.73;;;4.7;;;8000.0;7000.0;9000.0;;;2E  3938,AX J1743.9-2945,1E 1740.7-2942,1E 1740.7-2943,2E 1740.7-2943,INTEGRAL1  64,INTREF   816,IRAS 17408-2942,NAME Great Annihilator,PBC J1744.0-2942,SWIFT J1743.9-2944,SWIFT J1743.7-2946,2XMM J174354.8-294442,[HPG94] 1,[KRL2007b] 265,[SKM2002] 23;;;2017ApJ...843L..10S;;2020MNRAS.497.3504T;2020MNRAS.493.2694S;;Superorbital period: 171.1 d (2017ApJ...843L..10S);;;;4XMM J174354.8-294443;J174354.8-294443;2SXPS J174354.8-294444;SWIFT J1743.7-2946;
HD 161103;26.619.068.598.154;-272.290.321.368;2,53E+10;2023A&A...674A...1G;0.0;13.578.237.070.124.900;10.519.560.940.533.500;BE,Gcas;;3245.0;;RX J1744.7-2713;B0.5 III-Ve;4,06078E+18;82.346;0.0032;9.13;0.009999999776482582;7.054;0.018;6.843;0.038;6.507;0.023;;;;;;132.881;203.471;0.9254505843668501;0.9254505843668501;ACIS;;;;;;;;;;1218.0;1178.0;1278.0;40958.2;;HD 161103,ALS  4356,ASAS J174446-2713.7,CD-27 11872,CPD-27  5738,CSV   7703,CXOGBS J174445.7-271344,EM* MWC  268,GEN# +1.00161103,GSC 06836-00576,Hbg 1460,Hen 3-1471,Hilt  654,INTREF   822,LS 4356,2MASS J17444577-2713444,PPM 267218,RX J1744.7-2713,1RXS J174444.7-271326,SAO 185681,SSTGLMC G001.3578+01.0519,TD1 20890,TIC 203766453,TYC 6836-576-1,UBV   15050,UCAC2  20685679,UCAC4 314-115860,uvby98 100161103,V* V3892 Sgr,YZ 117 11248,[B61]  7,[JE82]  909,[SC95] M  56,[SC96] GC 152,[SC96] Mis  651,AAVSO 1738-27,Gaia DR3 4060784345959549184,Gaia DR1 4060784341627624192,Gaia DR2 4060784345959549184;;2006A&A...454..265L;;2006A&A...454..265L;;;;;17444577-2713444;;;4XMM J174445.6-271344;J174445.7-271344;;;
AX J1749.1-2733;2.672.787.014;-275.425.132;10.125.808.478.348.800;2010ApJS..189...37E;2.0;15.908.178.806.426.600;0.06337468912050782;BE,XT;185.5;132.0;;PBC J1748.6-2728;B1-3;;;;;;;;;;;;;;;;;244.285;112.799;0.77777025949067;0.77777025949067;ACIS;32.820.001.057.143.300;32.820.001.057.143.300;;;15.444.000.613.689.400;15.444.000.613.689.400;;;;16000.0;12500.0;19500.0;;;AX J1749.1-2733,PBC J1748.6-2728,SWIFT J1749.4-2735,2XMM J174906.8-273232,[KRL2007b] 283,[SKM2002] 42;;2008MNRAS.386L..10K;2008A&A...489..657Z;2010MNRAS.409L..69K;2010MNRAS.409L..69K;;2002ApJS..138...19S,2007AstL...33..149G;Alternative pulsation period: 66.09 s (2008A&A...489..657Z);;;;4XMM J174906.8-273233;J174906.8-273233;2SXPS J174907.3-273236;;AX J1749.1-2733
AX J1749.2-2725;2.673.016.669;-274.272.862;10.281.371.475.865.600;2010ApJS..189...37E;2.0;17.000.933.275.846.300;0.10522252612203223;XP,XT;;220.38;;INTREF 853;B3;;;;;;;;;;;;;;;;;136.153;18.465.200.000.000.000;0.8898909772946301;0.8898909772946301;ACIS;0.0;0.0;;;12.011.999.624.967.500;12.011.999.624.967.500;;;;14000.0;11500.0;16500.0;;;AX J1749.2-2725,INTREF   853,2XMM J174912.3-272537,[KRL2007b] 285,[SKM2002] 44;;1998ApJ...508..854T;;2013MNRAS.431..327L;2010MNRAS.409L..69K;;;;;;;4XMM J174912.4-272538;J174912.4-272538;2SXPS J174912.3-272538;;AX J1749.2-2725
GRO J1750-27;26.730.403.333.333.300;-26.644.147.222.222.200;;2019MNRAS.485..770L;0.0;2.372.650.944.635.940;0.5064607227863722;CL,XP,XT;29.8;4.45;43;AX J1749.1-2639;B1-2;;;;;;;;;;;;;;;;;;;;;;483.999.992.861.861;6.181.000.156.146.860;104.26;104.26;556.270.015.001.297;556.270.015.001.297;;;;;13600.0;16400.0;;;AX J1749.1-2639,GRO J1750-27,INTREF   854,PBC J1749.6-2639,PBC J1749.1-2638,SWIFT J1747.9-2631B,UGPS J174912.97-263838.9,VVV J174912.96-263838.9,[SKM2002] 43;2022MNRAS.514L..46D;1997ApJ...488..831S;1997ApJ...488..831S;2019MNRAS.485..770L;2022MNRAS.513L..94S;;;;;;;;;2SXPS J174912.3-263842;SWIFT J1747.9-2631B;GRO J1750-27
IGR J17503-2636;267.575.251;-26.604.343;0.42312;2020A&A...641A.136W;2.0;25.313.557.718.617.500;0.31888452186404986;SG,XT;;;;None;;;;;;;;;;;;;;;;;;101.806;101.806;;;;;;;;;;;;;10000.0;;;;;IGR J17503-2636;;;;2019A&A...624A.142F;2018ATel11992....1M;;;;;;;4XMM J175018.0-263615;;;;
IGR J17544-2619;26.860.529.870.303;-2.633.127.433.695;2,81E+11;2023A&A...674A...1G;0.0;3.235.986.107.829.610;-0.3355602813310141;CL,SG,XT;4.93;71.49;17,33?;1RXS J175428.3-262035;O9Ib;4,06391E+18;116.637;0.0029;12.94;0.009999999776482582;8.791;0.021;8.31;0.031;8.018;0.026;752.400.016.784.668;0.014000000432133675;7.679.999.828.338.620;0.010999999940395355;;0.0343038;290.903;0.0;0.0;HRC;262.700.000.641.658;262.700.000.641.658;18.49;18.49;8.580.000.340.938.560;8.580.000.340.938.560;;;;2359.0;2032.0;2582.0;6729.06;;GSC 06849-00116,DENIS J175425.2-261952,IGR J17544-2619,2MASS J17542527-2619526,PBC J1754.4-2617,1RXS J175428.3-262035,SSTGLMC G003.2359-00.3356,SWIFT J1754.6-2619,TIC 133073907,UCAC3 128-265997,UCAC4 319-125714,USNO-B1.0 0636-00620933,WISEA J175425.30-261952.5,WISE J175425.30-261952.4,[KRL2007b] 295,[PCN2006b] C1,Gaia DR2 4063908810076415872,Gaia DR3 4063908810076415872;2006A&A...455..653P,2015MNRAS.447.2274B;2012A&A...539A..21D;2012A&A...539A..21D,2015A&A...576L...4R;2012A&A...539A..21D,2015A&A...576L...4R;;;2003ATel..190....1S;Alternative pulsation period: 11.58 s (2015A&A...576L...4R);17542527-2619526;J175425.31-261952.5;;4XMM J175425.2-261952;J175425.2-261952;2SXPS J175425.1-261952;SWIFT J1754.6-2619;IGR J17544-2619
IGR J18027-2016;27.067.473.685.833;-20.288.166.797;0.00013709245055800847;2006A&A...453..133W;0.0;9.420.457.672.138.010;10.360.999.243.555.700;BE,CL,EB,QPO,SG,XP,XT;4.57;139.6;24;IGR J18027-2017;B1Ib;4,07097E+18;168.016;0.0039;;;12.717;0.042;11.905;0.037;11.474;0.032;10.982.000.350.952.100;0.008999999612569809;10.989.999.771.118.100;0.007000000216066837;;109.597;5.337.500.000.000.000;;;;0.0;5.620.999.846.134.280;84.45;84.45;;;1.57;1.32;1.82;5676.0;968.0;12646.0;5179.7;;IGR J18029-2016,IGR J18027-2017,IGR J18027-2016,INTEGRAL1  81,PBC J1802.9-2016,SAX J1802.7-2017,SWIFT J1802.7-2017,[KRL2007b] 301;2019A&A...622A..61S;2003ApJ...596L..63A,2009RAA.....9.1303J,2010A&A...510A..61T,2017MNRAS.466..593L;2003ApJ...596L..63A,2005A&A...439..255H,2009RAA.....9.1303J,2010A&A...510A..61T,2017MNRAS.466..593L;2010A&A...510A..61T,2017MNRAS.466..593L;;2015A&A...577A.130F;2004AstL...30..382R;;18024194-2017172;J180241.96-201718.1;;4XMM J180241.9-201717;;2SXPS J180241.4-201721;SWIFT J1802.7-2017;
IGR J18048-1455;27.116.240.896.149;-1.494.643.363.826;0.0003043986366592334;2023A&A...674A...1G;0.0;14.306.884.050.136.200;3.251.772.793.194.420;;;;;2XMMi J180438.7-145647;;4,14679E+18;190.998;0.0138;;;16.003;0.103;15.27;0.118;14.285;;;;;;13.8;896.285;896.285;0.50687443159366;0.50687443159366;HRC;8.788.999.909.803.410;8.788.999.909.803.410;11.48;11.48;;;;;;4226.0;2707.0;6524.0;;;2MASS J18043892-1456474,IGR J18048-1455,NAME OKM2018 SWIFT J1804.6-1494,PBC J1804.7-1455,TIC 361370248,2XMMi J180438.7-145647,[KRL2007b] 303;;;;;;;;;18043892-1456474;;;4XMM J180438.9-145646;J180438.9-145647;2SXPS J180439.0-145645;SWIFT J1804.6-1494;
2MASS J18081689-1919395;272.070.386;-19.327.656;0.1555634910181035;2003yCat.2246....0C;0.0;1.090.058.878.433.320;0.3606433555312755;Gcas;;;;TIC 174366572;Be?;;;;;;15.271;0.064;13.809;;13.149;;;;;;;0.0239038;0.0239038;;;;;;;;;;;;;;;;;;2MASS J18081689-1919395,TIC 174366572,1XMM J180816.8-191940,2XMM J180816.6-191939;;;;2009ApJ...707..870B;;;;;18081689-1919395;;;4XMM J180816.8-191939;;;;
Swift J1816.7-1613;2.741.780.035;-162.228.343;1.083.287.550.339.860;2010ApJS..189...37E;2.0;1.458.765.338.385.480;0.09150198969652526;;151.1;143.69;;Swift J181642.3-161320;B0-2e;;;;;;;;;;;;;;;;;110.239;110.239;20.366.662.602.158;20.366.662.602.158;ACIS;4.926.000.145.982.760;43.829.998.658.262.400;;;;;;;;;7000.0;13000.0;;;SWIFT J181642.3-161320,SWIFT J1816.7-1613,UGPS J181642.74-161322.2,2XMMi J181642.7-161320;;2019A&A...622A.198N;2017ApJ...846..161C;2019A&A...622A.198N;2019A&A...622A.198N;;;Alternative orbital period: 118.5 d (2017ApJ...846..161C);;;;4XMM J181642.7-161321;J181642.7-161322;2SXPS J181642.1-161321;;
IGR J18179-1621;274.467.438;-16.358.791;0.1555634910181035;2012ApJ...757..143N;1.0;14.599.882.114.903.300;-0.2175532236114847;BE,CL,XP,XT;;11.82;21;None;;;;;;;16.706;;15.935;;13.136;0.044;;;;;;186.908;186.908;;;;18.550.000.077.666.100;2.694.000.023.062.410;;;;;;;;;;;;;IGR J18179-1621;2012ATel.3947....1T,2012ATel.3949....1H,2012ApJ...757..143N,2012MNRAS.426L..16L;2012A&A...545A..83B,2012ATel.3949....1H,2012MNRAS.426L..16L;;;;;;;18175218-1621316;;;4XMM J181752.7-162132;;2SXPS J181752.2-162130;;
SAX J1818.6-1703;2.746.579.027.264;-1.704.667.815.885;0.00020338043170374086;2023A&A...674A...1G;0.0;1.408.044.874.845.230;-0.7040473612384294;SG,XT;30.0;;;INTREF 896;B0.5Iab;4,09737E+18;159.192;0.0033;17.4;;10.054;0.023;8.631;0.047;7.847;0.029;68.420.000.076.293.900;0.013000000268220901;6.938.000.202.178.950;0.009999999776482582;;0.0342967;160.512;15.085.318.136.377;15.085.318.136.377;ACIS;1.660.000.054.082.280;1.660.000.054.082.280;;;15.587.000.477.313.900;15.587.000.477.313.900;;;;2742.0;1709.0;3937.0;3506.1;614.0;2MASS J18183790-1702479,INTREF   896,PBC J1818.7-1701,SAX J1818.6-1703,SSTGLMC G014.0804-00.7041,TIC 114574327,USNO-B1.0 0729-00750578,WISEA J181837.89-170247.8,WISE J181837.88-170247.9,[CBF2011] WFC J1818-1658,[KRL2007b] 313,Gaia DR2 4097365235226829312,Gaia DR3 4097365235226829312;;;1998IAUC.6840....2I,2005A&A...444..221S,2009MNRAS.393L..11B;2010A&A...510A..61T;;;2005AstL...31..672G;;18183790-1702479;J181837.85-170247.7;;4XMM J181837.7-170247;J181837.9-170248;2SXPS J181837.8-170248;;SAX J1818.6-1703
AX J1820.5-1434;2.751.253.837;-145.732.045;10.330.851.610.121.400;2010ApJS..189...37E;2.0;16.473.099.107.451.000;0.06785749761374983;BE,XP;111.0;152.3;;1FGL J1821.1-1425c;O9.5-B0Ve;;;;;;15.41;0.0;13.245;0.074;11.746;0.039;1.029.800.033.569.330;0.00800000037997961;10.229.999.542.236.300;0.007000000216066837;;17.921.799.999.999.900;17.921.799.999.999.900;0.77265407934519;0.77265407934519;ACIS;2.541.999.943.872.490;2.541.999.943.872.490;;;17.874.999.999.999.900;17.874.999.999.999.900;;;;;;;;;AX J1820.5-1434,1FGL J1821.1-1425c,4FGL J1821.1-1422,INTEGRAL1  88,INTREF   899,PBC J1820.5-1433,SWIFT J1820.4-1433,[KRL2007b] 314;;1998ApJ...495..435K,2010MNRAS.402.2388K,2013A&A...558A..99S,2017ApJ...846..161C;2017ApJ...846..161C;2019NewAR..8601546K;;;;Alternative orbital period: 54 d (2013A&A...558A..99S);18203009-1434228;J182030.06-143422.8;;4XMM J182030.0-143422;J182030.0-143423;2SXPS J182030.1-143421;;AX J1820.5-1434
IGR J18214-1318;27.533.234.250.045;-1.331.089.095.675;0.0003119820828188696;2023A&A...674A...1G;0.0;1.768.123.564.346.150;0.48526086710308214;SG;54.246;;;2MASS J18211975-1318388;B0V-O9I;4,15264E+18;183.701;0.0042;;;12.786;0.052;11.657;0.099;10.359;;;;;;;16.738;16.738;45.454.035.035.275;45.454.035.035.275;ACIS;4.868.999.994.855.900;4.868.999.994.855.900;33.330.000.000.000.000;33.330.000.000.000.000;;;;;;4247.0;2554.0;5919.0;;;2MASS J18211975-1318388,CXOU J182119.7-131838,DENIS J182119.7-131838,IGR J18214-1318,PBC J1821.4-1318,SWIFT J1821.4-1317,SWIFT J1821.4-1320,TIC 117198050,USNO-B1.0 0766-00475700,[KRL2007b] 315,Gaia DR2 4152643113595580416,Gaia DR3 4152643113595580416;;;2020MNRAS.498.2750C;2009ApJ...698..502B;;;2006ApJ...636..765B;;18211975-1318388;;;4XMM J182119.7-131840;J182119.7-131838;2SXPS J182119.7-131838;SWIFT J1821.4-1320;
